cpg,chr,pos
cg15132266,chr17,1461796
cg03648734,chr8,103399628
cg27652490,chr19,18650592
cg17377647,chr17,82627367
cg09632067,chr2,101946649
cg10419892,chr16,11774379
cg11133495,chr12,104250998
cg11533893,chr22,23590956
cg01736844,chr9,111524562
cg13804196,chr9,69013990
cg04821959,chr12,106506932
cg03641745,chr4,11231807
cg15996816,chr5,111481694
cg02323550,chr7,157867629
cg01385415,chr4,847971
cg15548386,chr4,68038438
cg04865535,chr6,40715522
cg08931404,chr13,28652946
cg07306078,chr3,139552836
cg13259368,chr3,127839796
cg07073749,chr13,111255618
cg15851765,chr2,120018258
cg18722504,chr5,140333381
cg27240008,chr18,77016878
cg22395624,chr4,6733804
cg17235526,chr1,65510668
cg27291727,chr4,112552720
cg16309243,chr5,181693
cg19266968,chr3,32110209
cg08333839,chr12,132997564
cg12581179,chr11,119309430
cg00410831,chr19,43925166
cg17089729,chr4,40041584
cg17729072,chr6,4322505
cg04512129,chr7,41783839
cg13647722,chr6,43591749
cg07190224,chr3,10280127
cg04202122,chr2,28893674
cg00629021,chr14,69950151
cg09790523,chr17,80921264
cg22072749,chr8,124683675
cg11666515,chr19,15809024
cg12808321,chr8,128564911
cg07282436,chr12,76441136
cg21541756,chr11,1043786
cg13156198,chr9,133131868
cg17332071,chr1,10298881
cg27161862,chr12,97960843
cg05285788,chr4,41112461
cg10341833,chr6,121523744
cg07840226,chr10,92802349
cg26176146,chr16,76441135
cg20825472,chr6,148886017
cg06021215,chr6,42412474
cg03461781,chr14,102256892
cg10864056,chr5,133116762
cg02141458,chr4,10832602
cg25913923,chr1,149928813
cg00841680,chr7,20539317
cg16477662,chr5,9482823
cg25602756,chr1,247448579
cg00825407,chr12,132796037
cg16101080,chr6,32158538
cg09073622,chr12,118015695
cg26059314,chr9,126692847
cg21856744,chr8,713745
cg17232861,chr6,30160608
cg09780397,chr5,122844082
cg24242952,chr13,37446669
cg17883444,chr18,54360100
cg06980375,chr5,20616136
cg13351527,chr5,149635532
cg00674848,chr16,3861502
cg15773893,chr2,224837883
cg14820352,chr7,7905734
cg18059321,chr3,51895026
cg08982380,chr5,112203767
cg22605708,chr22,33320441
cg26205187,chr17,42063203
cg24670811,chr13,46793440
cg20192887,chr5,181245368
cg19798042,chr1,15809082
cg17602777,chr1,228278780
cg05346140,chr17,42123039
cg05506864,chr3,30527463
cg02309590,chr17,79728055
cg27375330,chr3,15355610
cg10409804,chr10,89223792
cg04561387,chr10,49381264
cg13892073,chr12,50614962
cg19040145,chr6,7402687
cg14470976,chr9,137762929
cg05508861,chr1,66774373
cg07554760,chr7,64689165
cg04606480,chr3,50255403
cg26550849,chr4,184299996
cg04455759,chr11,112085407
cg16934544,chr17,75065273
cg26750439,chr10,80131521
cg16461485,chr3,150607929
cg14062537,chr10,91512576
cg01805856,chr1,230974626
cg02530776,chr17,66326600
cg07547780,chr11,115939594
cg17463807,chr17,19244624
cg17205181,chr7,117350184
cg16679386,chr20,3751566
cg14537104,chr12,12759032
cg20149239,chr10,119933141
cg05175599,chr18,12432948
cg10221272,chr14,77290742
cg00025715,chr19,58085730
cg13486899,chr8,144784032
cg13830486,chr21,46624258
cg17123533,chr9,135502178
cg06659789,chr4,70914147
cg23112448,chr15,58691073
cg07389144,chr21,46549974
cg06839607,chr12,26287717
cg07566389,chr21,14078207
cg09145882,chr7,41892185
cg09591303,chr13,113589345
cg12253065,chr1,156040743
cg05319040,chr9,137409902
cg01731023,chr4,1369698
cg08934869,chr5,95591539
cg03860010,chr15,29950753
cg02522498,chr3,134408611
cg16575408,chr11,102798560
cg16912009,chr10,92640136
cg26232558,chr17,3292514
cg09939227,chr8,108580922
cg07152379,chr15,43867659
cg13884229,chr1,44359476
cg08788246,chr22,20404611
cg12951125,chr5,3736504
cg04319210,chr8,102891807
cg17866356,chr19,48241154
cg11458550,chr1,149963593
cg22791948,chr5,3932079
cg19286631,chr6,28908362
cg27268501,chr11,45686320
cg16753771,chr7,128020361
cg12395150,chr1,226935753
cg07517688,chr14,69651361
cg01924711,chr7,87200493
cg12262409,chr1,62384689
cg05575309,chr17,32297791
cg23163722,chr3,88055969
cg18566786,chr15,100737083
cg00160777,chr16,23753269
cg07483152,chr5,74737032
cg00540348,chr20,35674795
cg18746263,chr14,58439331
cg23617855,chr5,177448296
cg06775603,chr3,131394116
cg19123749,chr8,29333628
cg05732643,chr1,114726328
cg00241142,chr15,95611962
cg27580173,chr3,58572616
cg27072820,chr11,72106660
cg14049391,chr15,77184622
cg20365193,chr11,69155620
cg26649232,chr19,39924688
cg26873488,chr17,75760740
cg02501521,chr2,200827133
cg15691001,chr7,51350532
cg06445981,chr19,53702763
cg07999738,chr8,139732143
cg19288598,chr22,27993066
cg10592734,chr7,139870797
cg11506777,chr16,71489303
cg26523154,chr10,49834109
cg03493030,chr15,94855967
cg18693371,chr20,46355962
cg02259740,chr21,42966495
cg23845377,chr4,81990714
cg14560496,chr6,107025957
cg17050937,chr10,100258225
cg22158986,chr4,156810967
cg14103944,chr1,11145170
cg24732563,chr1,204380759
cg08714849,chr12,47757114
cg24841310,chr8,130304090
cg06616916,chr2,212910954
cg04829521,chr16,1789113
cg17712601,chr1,28709874
cg18821123,chr7,116614792
cg20941713,chr1,163470018
cg05235840,chr2,95660961
cg25271770,chr18,63389857
cg09826058,chr7,3898335
cg04709062,chr16,58205456
cg16187303,chr16,2131976
cg22696984,chr2,75606370
cg06992342,chr17,62036454
cg09527118,chr11,58900487
cg10982508,chr1,24695146
cg03579474,chr8,143381646
cg16179958,chr17,64156911
cg13958625,chr20,50506556
cg24015814,chr4,106336878
cg25103286,chr3,52549630
cg27205771,chr19,29970941
cg00308185,chr1,91949353
cg25950036,chr7,158550242
cg09772109,chr2,239735535
cg10278932,chr8,42439526
cg26532087,chr1,26892680
cg06262940,chr8,8382929
cg26611623,chr8,104593320
cg06085571,chr10,103861715
cg06939758,chr8,140280129
cg14968144,chr15,59360424
cg07839208,chr16,48562532
cg01602957,chr2,173087896
cg13095127,chr1,155669143
cg14944805,chr19,7671832
cg14044577,chr11,45213181
cg08207871,chr7,853949
cg17793781,chr12,130627269
cg02849917,chr22,29826236
cg12433851,chr17,20092696
cg14141481,chr3,184640061
cg12968939,chr12,6234647
cg00090105,chr1,182569566
cg10811932,chr3,56711456
cg18321173,chr6,26247664
cg27281546,chr15,41104375
cg05510334,chr5,170750123
cg24425987,chr5,137728176
cg02918678,chr8,127043793
cg16364717,chr11,86313045
cg14349231,chr9,100578192
cg07812059,chr16,8894955
cg18321460,chr9,112719014
cg00238541,chr12,109193509
cg26901387,chr1,5904668
cg14882720,chr3,157132402
cg24659501,chr1,159073761
cg17699666,chr2,197677090
cg14327068,chr17,28265819
cg27337991,chr20,16518115
cg21772589,chr1,228270582
cg00944862,chr4,3510523
cg18674914,chr6,30649090
cg06717615,chr13,32212627
cg07343706,chr7,6485362
cg04742873,chr6,33259707
cg09294451,chr1,114909935
cg24263998,chr3,30294771
cg07440031,chr3,186544274
cg22622688,chr8,42543614
cg24181510,chr17,82433756
cg12439527,chr15,75356676
cg03929057,chr1,156077265
cg06635150,chr5,171667933
cg01973910,chr2,129754718
cg21937061,chr16,21644903
cg26059841,chr13,45046400
cg10864951,chr7,1119434
cg12970927,chr18,62438982
cg01996020,chr9,132215666
cg27159443,chr14,92059671
cg24221639,chr4,61912734
cg17883742,chr19,57191003
cg10277378,chr16,71889729
cg23655719,chr9,34692581
cg07755265,chr9,97536094
cg25298410,chr3,149480277
cg04084356,chr1,30139855
cg03785868,chr9,109014429
cg13039393,chr6,151318612
cg09474412,chr1,156958784
cg10018880,chr17,68392126
cg06554228,chr8,143510887
cg24343002,chr19,50525033
cg03206179,chr15,43989406
cg03257255,chr4,3287149
cg19751869,chr19,45387699
cg18145090,chr13,20230955
cg07596054,chr6,30333660
cg11723565,chr19,55479341
cg22238489,chr8,631711
cg01694554,chr11,85761803
cg01682208,chr16,743677
cg20412589,chr8,127150475
cg05218205,chr19,46831227
cg02443871,chr11,128868849
cg27127379,chr6,132087793
cg11317402,chr1,78490074
cg10995699,chr7,116521883
cg26681578,chr4,8676071
cg05171452,chr5,50407354
cg13989888,chr5,94785167
cg03050720,chr11,11304762
cg21392906,chr20,51761487
cg02123088,chr6,128504689
cg08396985,chr2,5756357
cg12707923,chr11,43394671
cg13472470,chr6,2761055
cg19175226,chr10,132299928
cg17211761,chr17,1193332
cg03368223,chr20,40980778
cg25611523,chr17,8960524
cg00679856,chr2,238302959
cg24112602,chr4,52095046
cg05172425,chr11,78786913
cg16197948,chr3,46514531
cg06100184,chr1,225917427
cg22518785,chr1,167914844
cg19974598,chr18,57629468
cg07817924,chr16,79885646
cg24026273,chr2,3252148
cg16447768,chr13,112225599
cg02780846,chr13,41496816
cg10946252,chr2,179337943
cg20447079,chr7,50590684
cg03132147,chr20,35248954
cg16076825,chr13,100427431
cg20669731,chr7,16586122
cg24690069,chr8,54132561
cg17765553,chr8,35873976
cg14308944,chr2,203595509
cg13254082,chr5,141407654
cg00033066,chr6,83737581
cg13162609,chr20,62656851
cg03570900,chr10,7640827
cg09479822,chr6,44955846
cg01971085,chr8,1900241
cg02576202,chr18,76167402
cg14415430,chr3,36859702
cg26663063,chr12,48845694
cg06245401,chr15,69551427
cg12254357,chr15,71960065
cg26999715,chr14,67604137
cg23838785,chr1,245366929
cg01012244,chr7,127704919
cg08785007,chr19,55685301
cg25184780,chr12,110343155
cg03289885,chr1,173210255
cg03244438,chr6,111818307
cg16407786,chr11,96506829
cg19483962,chr6,30713323
cg06031526,chr3,110440355
cg02422603,chr13,114125091
cg04530844,chr16,33571694
cg15303986,chr2,241549691
cg27444644,chr11,56104991
cg09558425,chr10,29784354
cg02433509,chr7,139034385
cg09640202,chr2,130343867
cg06414842,chr18,47173066
cg17416175,chr10,14566527
cg16035842,chr16,88763802
cg09015785,chr10,69230596
cg04588248,chr6,37932089
cg02509204,chr20,45414595
cg12826734,chr9,801821
cg15435155,chr2,3146225
cg02150018,chr12,56387483
cg19622269,chr17,5470171
cg26894033,chr13,79390665
cg03206460,chr20,34471567
cg07359864,chr5,132862517
cg05783926,chr9,131890536
cg13095865,chr5,137924116
cg23470319,chr1,43956966
cg17025087,chr2,218670568
cg25871182,chr10,5364408
cg11319300,chr11,131910026
cg06154883,chr14,64284073
cg16006665,chr1,3308643
cg15852986,chr13,46298778
cg16236779,chr10,103145630
cg01559383,chr7,30629795
cg10306804,chr16,50879172
cg00773217,chr3,9371165
cg09611128,chr6,39182103
cg08276746,chr17,59565192
cg27003171,chr2,215717863
cg02204529,chr2,131457892
cg02246683,chr8,70347168
cg00955686,chr1,36154849
cg24073311,chr11,78023913
cg11796893,chr10,122176411
cg04587829,chr17,82735071
cg03948790,chr2,151504906
cg02814278,chr14,35761967
cg11019932,chr7,140501405
cg03955375,chr8,22619724
cg06961586,chr2,180977543
cg14767187,chr1,165904313
cg18750645,chr20,41426667
cg22924545,chr10,12824513
cg04212047,chr6,27543400
cg09254099,chr1,226668780
cg08822689,chr16,78988052
cg19770880,chr13,49246955
cg12769200,chr14,106585874
cg01929744,chr6,166691438
cg26835417,chr1,201876411
cg02773974,chr12,62587091
cg26053848,chr1,43384511
cg10353689,chr2,70565184
cg04703974,chr17,37562540
cg13339771,chr3,181453956
cg03999130,chr15,45279019
cg25854330,chr20,41301440
cg26087018,chr4,139438445
cg18653997,chr13,33276794
cg03152913,chr2,178110985
cg25546837,chr2,77161067
cg01022041,chr8,109603153
cg22225014,chr14,58440361
cg25999680,chr22,45847795
cg12741221,chr5,7904762
cg15796409,chr1,15230176
cg11687114,chr5,146919612
cg19875329,chr5,180850992
cg10796237,chr15,32826552
cg02668208,chr2,109498937
cg00113373,chr14,58445202
cg26997652,chr15,51864899
cg19779236,chr22,43144364
cg16762534,chr17,5335234
cg14659179,chr3,120140333
cg17242143,chr1,6218726
cg25503524,chr7,21869490
cg06180137,chr3,75655347
cg04066626,chr3,130936032
cg13433612,chr11,115903574
cg17348173,chr11,5247010
cg02967055,chr5,88274543
cg24170306,chr10,93273479
cg00455535,chr11,92883153
cg17863747,chr2,237794629
cg18005000,chr6,161416355
cg14364815,chr10,125899659
cg03063309,chr4,24795297
cg15497249,chr1,239322605
cg09397798,chr17,42544245
cg15914340,chr2,3188848
cg21780570,chr2,69777814
cg13466546,chr17,79952637
cg02518948,chr17,31915964
cg10088026,chr6,136336093
cg00019366,chr12,130138821
cg00011460,chr4,40437805
cg04877695,chr1,159290178
cg05481005,chr14,20491516
cg20682895,chr7,157713925
cg18252260,chr16,3099380
cg11241286,chr2,8958590
cg10564101,chr8,100496371
cg25817435,chr2,222570814
cg12273039,chr20,35118609
cg11317158,chr19,49434947
cg19227131,chr22,17590137
cg01328472,chr2,239371134
cg16621771,chr9,128817834
cg03287616,chr2,55442376
cg20542145,chr1,36381296
cg11704436,chr1,30980237
cg23695044,chr2,71690311
cg09294937,chr2,218164274
cg21885659,chr3,128338369
cg09162413,chr12,51419920
cg18686797,chr1,50105818
cg09924785,chr1,32501630
cg17613862,chr22,48940669
cg12351073,chr3,89262870
cg02021681,chr7,27247345
cg23272214,chr21,45849929
cg16862127,chr18,6219349
cg03320594,chr11,12215827
cg09077669,chr10,114508321
cg23636331,chr4,16085509
cg05903223,chr7,35796960
cg21614133,chr16,69335329
cg04340177,chr2,168493490
cg07455486,chr15,72589676
cg10952054,chr6,53089918
cg24013062,chr7,151969488
cg22491134,chr7,1331077
cg25408707,chr6,159972017
cg03772325,chr12,49619228
cg27398051,chr19,50478238
cg12873037,chr17,81231569
cg15126041,chr4,121675827
cg26656577,chr21,42560345
cg05791938,chr10,95469925
cg00246208,chr16,87725282
cg24742571,chr15,62239734
cg21745541,chr7,157277618
cg12406875,chr1,1754415
cg07600990,chr3,99861189
cg17014647,chr6,16431075
cg26942892,chr8,1633402
cg25575873,chr5,14418851
cg25638043,chr12,112453316
cg16799699,chr15,60917883
cg20024302,chr1,5938269
cg08705992,chr8,26626655
cg19650253,chr14,52269702
cg02477165,chr1,160811422
cg16645703,chr6,118652565
cg25303831,chr13,30970774
cg21503490,chr7,6734156
cg12559578,chr17,49211674
cg26116551,chr19,30372353
cg21747473,chr5,82873103
cg07930089,chr15,85454330
cg27115154,chr19,45077967
cg06890779,chr16,10355666
cg05235610,chr2,52632979
cg04993487,chr7,155545933
cg06659436,chr4,38119771
cg13978155,chr9,114645358
cg13794089,chr15,90018552
cg12884982,chr8,74315372
cg06478304,chr17,73872990
cg24681442,chr16,15990622
cg04913653,chr3,21748740
cg13593333,chr17,10845732
cg25623774,chr15,81414054
cg04334499,chr4,106321380
cg16162439,chr7,47435273
cg13939297,chr12,104068081
cg04090021,chr1,11398572
cg09466807,chr11,65999591
cg21057469,chr7,143442620
cg09839204,chr10,46516739
cg03681150,chr16,29845846
cg14538393,chr15,71818305
cg22146131,chr3,109496239
cg23833033,chr2,205679687
cg15656521,chr2,239048921
cg17136528,chr6,166205248
cg27411301,chr10,9060957
cg09945323,chr15,89168308
cg01976002,chr16,2816453
cg24107886,chr2,151262872
cg14244164,chr7,148462991
cg26107754,chr3,157131056
cg25651855,chr3,48562135
cg23388000,chr8,67432442
cg17957179,chr3,149120902
cg14944323,chr10,97380926
cg06764241,chr13,98440722
cg12635783,chr1,113207434
cg08977944,chr5,40135078
cg17668415,chr5,337733
cg09484074,chr14,99139881
cg08207253,chr13,40922843
cg21825743,chr2,207762155
cg13404670,chr1,205731764
cg03287469,chr3,8964558
cg16153649,chr1,63910723
cg04377496,chr16,66481129
cg02009573,chr15,38674822
cg19872547,chr17,17983644
cg16715131,chr6,168080902
cg06574694,chr14,71094764
cg02492559,chr3,197540847
cg01119169,chr14,101055266
cg05355674,chr20,41700221
cg10271272,chr19,292179
cg17610790,chr20,33688946
cg07032292,chr3,171407808
cg06748792,chr17,57984944
cg11409923,chr17,2017005
cg27645446,chr15,48730158
cg01382095,chr13,113457903
cg20916500,chr8,702685
cg24461742,chr10,75599366
cg14667209,chr11,17350825
cg15933090,chr14,102873240
cg03097516,chr8,16691369
cg27547612,chr10,5526387
cg24803059,chr11,1489517
cg03806228,chr2,112522045
cg17779831,chr1,54806020
cg00143809,chr22,50282123
cg21478218,chr6,30190217
cg13670134,chr4,180999975
cg27099277,chr6,166365861
cg26434386,chr2,141398981
cg26818893,chr8,30813897
cg11815811,chr3,152235085
cg01407539,chr21,32316022
cg12731833,chr17,48945249
cg23803339,chr11,112206317
cg10424406,chr4,53050972
cg10496929,chr1,10908057
cg05062263,chr8,9720418
cg25439240,chr2,215717133
cg25295392,chr1,180413399
cg01974921,chr11,77039140
cg16902156,chr1,84398406
cg11842153,chr14,90757125
cg19849992,chr4,186096770
cg02670588,chr17,46921096
cg09252031,chr20,52500704
cg20149757,chr1,161029421
cg02407203,chr15,40562997
cg01340194,chr14,78196502
cg03542845,chr6,127920040
cg05890607,chr17,49566885
cg15075499,chr7,152892032
cg09870559,chr9,123851660
cg24970314,chr6,138424602
cg22856245,chr3,180133366
cg23198222,chr22,44675536
cg08551497,chr6,33049771
cg25788001,chr4,38686944
cg08091398,chr3,13354830
cg18852921,chr11,126440603
cg09124558,chr1,162756830
cg14410223,chr2,23700438
cg12707362,chr1,245378993
cg03956105,chr8,95217683
cg27370673,chr17,62428365
cg01791302,chr10,12344717
cg21572631,chr1,239251515
cg14678011,chr10,86868309
cg22162821,chr4,122380101
cg24648156,chr13,92376741
cg11887184,chr20,13917169
cg15007326,chr12,89812332
cg17037640,chr13,95019236
cg15514868,chr3,9317177
cg20869999,chr11,107855606
cg15740172,chr13,44004852
cg26636835,chr12,132814571
cg19489699,chr14,23552242
cg15028507,chr7,1082293
cg23315224,chr10,119617073
cg26650701,chr6,147649745
cg26535349,chr7,79611290
cg00714068,chr18,3513536
cg20211272,chr14,67727109
cg13979194,chr7,9404518
cg24730534,chr1,37731674
cg06828855,chr9,124331567
cg26158863,chr11,9471082
cg00487989,chr16,89621836
cg26882168,chr4,127898777
cg16476284,chr5,132220695
cg13013591,chr7,47671680
cg21404784,chr12,120489157
cg17430714,chr17,49058599
cg05655616,chr9,92615209
cg12368066,chr10,9407312
cg24853190,chr9,127120975
cg14156446,chr9,124522692
cg15391182,chr3,41194886
cg05350983,chr19,16730049
cg25849574,chr3,72151543
cg20776069,chr8,9026117
cg23216498,chr1,15876374
cg13075789,chr11,32580888
cg07473201,chr22,17748640
cg06255609,chr17,3590269
cg07615816,chr11,599036
cg07021678,chr10,99153032
cg19720945,chr4,76355032
cg21319916,chr14,95301350
cg03562186,chr12,48011306
cg21366622,chr6,16706345
cg17180058,chr8,57367112
cg01843489,chr7,28119251
cg15318568,chr11,111923622
cg23247845,chr10,3636893
cg16268563,chr6,31545903
cg09956268,chr10,93675659
cg26630655,chr10,93268130
cg05747239,chr2,239182968
cg17116091,chr10,113047398
cg08263875,chr12,84619339
cg03157210,chr5,169142587
cg09378484,chr9,88652659
cg13495167,chr12,113957696
cg13097741,chr20,63286065
cg16263797,chr17,67028613
cg12838405,chr3,55012280
cg21999805,chr10,49681682
cg16020486,chr2,178126136
cg04424527,chr6,42722584
cg01775354,chr2,17680307
cg09929879,chr10,297854
cg09115578,chr19,18942250
cg00194886,chr1,226306796
cg16320684,chr4,2238554
cg05419367,chr3,37398644
cg21114148,chr12,88051150
cg22347605,chr7,114420105
cg18450270,chr4,8306945
cg19783054,chr1,7595167
cg08591842,chr6,4396189
cg12321379,chr2,220893536
cg06673148,chr5,157241331
cg24674363,chr3,125860746
cg11416061,chr9,81028631
cg09170720,chr6,137875676
cg16878059,chr2,68465092
cg15591668,chr1,228396566
cg08916769,chr17,55377886
cg24631518,chr10,71344513
cg23455778,chr3,47318459
cg12647920,chr12,108750968
cg17204962,chr12,116503335
cg21868353,chr19,12707288
cg08841515,chr3,109903295
cg11199014,chr19,39307923
cg14412992,chr5,126371243
cg11691142,chr22,49942389
cg26701428,chr19,16849752
cg03866243,chr21,45025817
cg16386508,chr14,102360194
cg25850484,chr1,17232853
cg26444775,chr16,2013553
cg06797543,chr20,30373824
cg15794288,chr1,8434186
cg02642841,chr6,32214968
cg16887640,chr1,10840360
cg08466395,chr11,126403069
cg03217019,chr17,63818560
cg17027952,chr12,132733552
cg17361569,chr1,35500191
cg22418307,chr20,32027951
cg20712043,chr5,16392591
cg27278739,chr2,25227003
cg07891953,chr18,78784456
cg13569449,chr9,90619430
cg11676719,chr22,42682203
cg01713740,chr20,36154003
cg17008861,chr5,146101562
cg12374021,chr9,129431653
cg09026038,chr8,138903505
cg02216862,chr17,4756618
cg24981575,chr7,6601948
cg20870000,chr8,38727378
cg20312691,chr20,38227825
cg27596649,chr8,17314836
cg02959939,chr21,46393110
cg02761715,chr12,12511523
cg22819738,chr3,98986325
cg03023657,chr19,53142545
cg01987271,chr10,22537444
cg25479506,chr10,2907420
cg03210396,chr18,77167173
cg01637179,chr13,33135069
cg21616405,chr12,108852736
cg09410837,chr19,35611402
